대여소명,대여소번호,이용거리(M),이용건수,이용시간(분)
원효로2가 교차로,4640,10142607.93,4337,96961
원효로다목적체육관 앞,4604,7424613.06,2662,59054
월계 롯데캐슬아파트 뒤,5309,12197147.73,3897,84078
월계 센트럴 아이파크,4011,14078410.64,4975,111369
월계 청백1단지 아파트 정류장,4017,6844707.7700000005,3026,50258
월계1동주민센터 앞,5314,10360787.07,4924,84988
월계2교 교차로,3711,6150239.6899999995,1898,43856
월계2교 버스정류장 앞,1349,15764979.17,4735,108352
월계문화체육센터,1675,3487054.7,1961,31927
월계역 1번 출구,4023,13968360.6,5088,110758
월계중학교,2907,4608917.34,2873,33593
월계초안아파트 1단지,2903,7867656.87,3059,62197
월계프라자,4009,9965657.06,4654,68906
월곡역 3번출구,1328,12239212.87,5227,99276
월곡역 5번출구 앞,1380,15067454.89,4342,112984
월곡역 입구 육교 밑,1323,6730925.71,2752,60334
월드메르디앙 벤처센터 2차,1834,17495643.46,3384,114447
월드빌딩 앞,6171,1782239.29,1080,18014
월드컵경기장역 3번출구 옆,418,16164260.29,4630,140021
월드컵공원,186,12682238.24,3095,130158
월드컵참누리아파트,5506,8016797.9,3482,65027
월드컵파크 4단지,491,9009460.63,2706,74345
월정초 사거리,4542,9445498.54,4530,88318
웨스틴 조선호텔,468,7132037.99,2872,66790
웰니스센터(민방위교육장 앞),4705,10482536.85,5690,109070
웰츠타워 오피스텔,3890,10562061.73,5576,103043
위너스 스포츠클럽 골프연습장옆,1863,5361600.58,2694,46312
위례 포레샤인 1809동 부근,4454,4956137.15,2034,38145
위례22단지 2208동 다리앞,2650,7552815.41,3160,58821
위례동주민센터 맞은편 근린공원,2606,14064017.05,6492,136112
위례별 유치원 뒤,1285,6190173.45,2623,53659
위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,1290,11384041.03,4442,93085
위례아이파크 101동 맞은편,1287,7093751.06,3103,64304
위례중앙푸르지오 1단지 앞,1286,13722638.3,5561,114915
위례중앙푸르지오 201동 앞,4453,16285162.91,6698,149540
위례포레나송파,4891,10522388.03,4368,89126
위례포레샤인 2310동 부근,4456,1194734.18,562,10423
위례포레샤인13단지,4875,7327923.19,3470,63942
위례포레샤인18단지 1802동,4882,3918320.48,1787,31349
위례포레샤인18단지 1812동,4883,2007068.05,826,15613
위례포레샤인아파트 2318동,2634,10398365.23,4370,86695
윗반마을 입구,3610,2499107.56,904,22065
유니베라 앞,587,9488513.3,3760,102156
유스호스텔 앞,239,9461501.52,4608,96805
유원목동아파트 103동 앞,4508,10486130.1,5970,104517
유진투자증권빌딩 앞,209,12831492.75,3985,117098
유한양행앞,2007,10633860.4,5115,92876
육군사관학교  앞,1677,18672859.56,5586,141931
윤선생빌딩(JYP사옥),1084,13569060.63,6096,123955
으뜸공원,740,10936378.98,5675,91435
은곡마을,3612,8351314.11,3238,69662
은마아파트 입구 사거리,3614,13522190.81,5366,120208
은마아파트입구 사거리(1),3622,3931040.1,1621,38352
은천교회,2195,9195728.82,4739,85041
은천교회 앞,3818,9720945.63,4575,78745
은천로입구 가로공원,2109,12120982.12,4689,102114
은천삼거리,3820,6291241.06,2784,54390
은천초등학교 육교,2145,11275542.81,4183,91522
은천치안센터,2108,12039345.04,4784,105604
은평 성모병원 사거리,4683,8690260.11,3227,74537
은평 지웰테라스,969,1849293.63,1019,17723
은평구청 교차로,939,10295998.89,5435,97505
은평구청 보건소,943,6412824.09,3408,61709
은평뉴타운 도서관,941,6212616.46,3326,47753
은평뉴타운 상림마을 13단지,968,1330800.95,847,9232
은평뉴타운 아이파크,903,9334733.21,5670,84384
은평뉴타운 은뜨락아파트앞,993,5317110.93,2994,47670
은평뉴타운 푸르지오,904,10021348.72,4845,85244
은평뉴타운 힐데스하임,962,11081511.32,6429,106356
은평뉴타운구파발9단지,954,8949060.05,5019,89188
은평뉴타운폭포동 힐스테이트4단지,4690,2150194.53,1242,15467
은평다목적체육관,995,4943105.1,2610,44282
은평서해그랑블아파트앞,4689,10034049.05,4455,78438
은평세무서 버스정류장(은평구청 방면),985,11288255.62,5682,106361
은평역사한옥박물관,928,5551890.01,1875,51014
은평예술회관,900,9037247.87,4534,89447
은평평화공원(역촌역4번출구),911,12516920.48,5369,110510
은하수 공원,4045,10597983.18,3937,75542
을지로2가 사거리 남측,332,7486263.74,3810,78060
을지로2가 사거리 북측,331,8743640.81,3902,81829
을지로3가역 3번출구,398,10464373.44,4447,103021
을지로4가역 1번출구,389,9611037.78,4311,91392
을지로4가역 9번출구,473,9680830.49,4551,106985
을지로입구역 2번출구,433,11488100.59,5522,111383
을지로입구역 4번출구 앞,320,10262679.18,4207,93470
을지로입구역 8번출구,4774,8358709.95,4037,91723
을지로지하쇼핑센터,4775,8076464.95,3159,76355
응봉삼거리,535,10344619.27,4103,80599
응봉역 1번출구,3511,16276560.14,2998,113853
응봉현대아파트 정류소,569,5524588.93,2030,43680
응암2동주민센터 버스정류장(영락중학교 방면),4684,4201796.16,2535,37796
응암시장교차로,956,13480008.05,5319,107301
응암역2번출구 국민은행 앞,996,13814691.84,4982,122953
응암역3번 출구(서부경찰서 방면),4665,9519709.65,2912,77985
응암오거리,912,13377771.84,4820,106347
의정관,4583,4402398.65,1627,34804
이대목동병원보도육교,749,18114142.37,5808,133594
이대서울병원,3759,12490827.1,7063,113628
이대역 4번 출구,159,4415678.03,2195,40876
이대역 5번출구,436,8025118.89,4270,71617
이랜드글로벌R&D센터,3801,2684990.28,1482,27683
이마트 버스정류소 옆,509,3466014.25,1313,33058
이마트 버스정류장(서부경찰서 방면),913,12597071.540000001,6156,116514
이문e편한세상아파트 앞,4116,12515023.22,4341,105621
이문대성유니드아파트 앞,666,16617037.43,3872,137068
이문동 쌍용아파트 정문,665,13111771.75,4799,114736
이문삼익아파트 앞,4132,5336743.53,2112,50793
이수고가차도 남단,2265,14073348.86,4860,119734
이수교차로,4332,14100650.45,3440,111289
이수성결교회 옆,4178,2565610.68,764,20077
이수역 11번출구쪽,2032,12364511.57,6127,119644
이수역 1번출구,2264,12006551.2,4756,105215
이수역 4번 출구,2230,12190574.73,5734,114951
이수역 6번출구 앞,2511,11561004.08,4744,108638
이수역9번출구,2091,9040137.9,4586,92408
이앤씨드림타워 앞,243,9123092.68,4874,92851
이좋은집오피스텔 앞,3918,9815486.37,3910,82848
이촌1동 마을공원,822,6939080.42,3179,58776
이촌1동 주민센터 뒤,832,14911397.46,4661,131108
이촌2동 동원베네스트 아파트 앞,844,15413661.68,5057,130278
이촌역2번 출구,863,6554837.88,2816,62066
이촌역5번출구 앞,855,3096109.34,1150,27469
이태원관광특구B(용산구청쪽),843,7616495.7,2497,62117
이태원관광특구입구A(녹사평역쪽),831,2428986.84,963,24297
이태원역 3번 출구,4634,10947420.33,3718,98258
이태원지하보도,810,12427836.36,3946,95924
이투스교육 앞,4315,6028212.61,2285,55432
이튼타워리버 2차,3865,10655111.18,5348,113723
이화공영주차장,3402,4487081.29,3077,41718
이화여대 인문관 인근,3117,3197170.52,1608,26444
이화여대 후문,140,8577340.73,3867,74646
인덕대학교,1671,10826229.67,3968,80866
인왕산 아이파크 정문,3427,4231729.89,1514,30097
인재개발원 데이터센터,4334,313075.95,145,2015
인재개발원 배움관,4335,1495054.29,716,10908
인헌초교,2159,4062474.4,2116,39834
일동제약 사거리,2273,10345912.5,4033,87817
일성아파트,449,8696715.71,2226,53481
일신초등학교 옆,1366,5917712.75,1981,44386
일원1동 주민센터,2412,11619550.540000001,4557,91690
일원1동주민센터앞 사거리,3640,9969393.28,3733,82647
일원에코파크 앞(개포로 방면),3623,9836950.74,2549,73021
일원에코파크 주차장,4917,10845225.32,4044,80693
일원역 4~5번 출구 사이,2341,10015263.4,3897,77621
임광빌딩 앞,171,5009380.14,3062,45556
자곡사거리,2384,12628130.21,5074,100730
자교교회 앞,4710,11029322.41,4908,112826
자양(뚝섬한강공원)역 1번출구 앞,502,9718515.48,2529,78428
자양2동 주민센터,3882,12509665.27,6658,103296
자양나들목,548,13152067.34,5395,113218
자양사거리 광진아크로텔 앞,505,11672226.66,6301,112190
자양사거리(서원빌딩),3575,11071104.25,6145,108484
자양중앙나들목,593,14710205.89,5172,113032
자양한강도서관,3868,8394058.36,3866,75178
잔디마을 마을버스 정류장,2252,11865977.38,4606,96907
잠실 자전거 수리센터 앞,2647,11813629.02,5510,114446
잠실 파크리오 120동 앞,4496,11251070.33,6203,111789
잠실3거리(갤러리아팰리스),1233,10657546.65,5553,107731
잠실4동 주민센터 옆,1226,11505473.98,5793,109775
잠실근린공원,1220,10628601.02,4589,100972
잠실나들목,2613,14692244.75,3464,118872
잠실나들목2(엘스아파트136동),2645,15474111.6,4013,125619
잠실나들목4,4483,13482756.64,3054,106551
잠실나들목5,4863,12129009.05,2903,95510
잠실나들목6,4869,16457307.23,3490,125715
잠실나루 나들목,4859,14912118.63,3619,123183
잠실나루역 (2번 출구 쪽),1209,12210304.16,5557,119259
잠실나루역 고가하부,4485,7213042.16,3564,74900
잠실나루역4번출구뒤,4484,15680806.24,5459,137470
잠실대교북단 교차로,546,12520279.95,5970,113432
잠실새내역 1번출구,2635,11806273.8,5155,116091
잠실새내역 5번 출구 뒤,1222,12046911.7,3735,107503
잠실역 6번출구,1231,12704308.56,5173,115272
잠실역 8번출구,1295,11600109.02,3976,108156
잠실주공 521동 건너편,1232,11163505.57,5440,107948
잠실주공5단지1,4897,11174424.48,5113,96928
잠실트리지움310동 옆,1235,11493763.47,5025,108122
잠원역 3번-4번 출구사이,2259,13090858.27,6025,139661
잣절보도육교 아래,760,8180556.06,3556,65022
장곡초등학교 앞,4406,15136274.85,5269,125883
장로회신학대학교 주기철 기념관,3878,2014471.35,685,17294
장미원시장 건너편,1519,8115472.17,3917,77896
장수공원,737,11594514.6,5772,95978
장승배기역 5번출구,2013,10812172.34,4868,94982
장승배기역2번출구뒷편쪽,2020,9442577.16,3803,84904
장안동 사거리,602,13047646.35,5072,114113
장안동근린공원 입구,4107,4786322.3,1939,41138
장안동삼거리 교통섬,627,16760942.95,6076,137155
장안동위더스빌옆,648,10134601.6,4310,88685
장안중학교,1429,11970374.87,5712,106215
장안힐스테이트(아) 앞,678,13404132.4,4677,113873
장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1359,2828225.7199999997,966,21975
장지공영차고지,1263,5609497.89,2505,42145
장지역 1번출구,4491,12426569.43,6731,109416
장충동먹자골목 앞,430,9736611.39,4609,90700
장충체육관,381,3341268.25,1537,34943
장한평역 1번출구,646,5998123.07,2651,48843
장한평역 8번 출구 앞,529,10955782.58,4974,93188
장훈고 앞,5864,9109485.58,4187,81041
재동초교 앞 삼거리,353,9324514.65,4449,97116
전농SK아파트 앞,679,5482730.0,2835,48398
전농동 동아아파트 앞,624,8588338.42,4465,81735
전농동 텃골공원,654,10382000.83,4654,87051
전농사거리 교통섬,622,12095841.85,5128,108142
전농삼성아파트,608,4107046.57,1917,34403
전농초등학교 건너편,621,8185606.71,3647,72348
전자랜드 본관 앞,806,10299949.47,4621,90409
정금마을 마을버스정류장,2036,9949345.02,4506,89169
정동사거리,300,8335974.26,4502,77450
정릉꿈에그린1단지 201동 앞,1314,4830796.59,2032,38537
정릉도서관 앞,1358,10063338.84,3779,83493
정릉역,1360,9580036.2,3684,78878
정의여중고 버스정류소,1774,6766906.94,3105,53654
제2구민체육센타 앞,238,7674060.29,5086,83494
제각말푸르지오 5-1단지 아파트,973,3411542.85,1448,23175
제기2교,609,12900754.29,4523,109128
제기동 현대아파트 앞,4134,6133875.56,2657,58372
제기동역 1번출구,659,11265935.47,5922,123244
제니스스포츠 앞,2822,5726921.9799999995,2870,51074
제일강산수산입구,1741,14737425.0,5521,118316
제일빌딩 앞,109,9792730.0,2573,86321
조계사앞사거리,4708,9727534.09,5274,111570
조원동 강남힐병원,2170,9640267.73,4870,89828
조원동 미성아파트,2110,10896483.62,4262,96143
종각역 1번출구 앞,316,10154008.26,5105,111652
종각역 5번출구,385,10376121.92,4807,98726
종로2가 버스정류장 (종각방향),454,8851802.11,4042,89309
종로2가 사거리,3432,9472591.84,4266,93409
종로3가역 15번출구 앞,335,11194316.06,5234,113573
종로3가역 2번출구 뒤,334,11274173.23,5543,122933
종로3가역 8번출구,3410,7419750.66,3544,85939
종로4가 사거리,339,9170001.29,4790,102094
종로5가역 4번출구,3414,11693101.94,5686,111266
종로6가역 버스정류장(동대문 방향),455,7891921.03,3453,92808
종로구청 옆,305,9996375.66,4663,104127
종로꽃시장 입구 옆,457,8997979.57,5040,104142
종로문화원 건너편,4719,9409784.19,5169,104649
종로오가 지하쇼핑센터 14번출구,453,11664996.86,5513,115912
종로타워빌딩,3408,10167516.07,4746,100813
종로플레이스,3413,7996425.55,4503,84700
종로학원본원,384,3550605.84,1952,32748
종묘,3411,8810064.07,5135,105727
종묘공영주차장 건너편,397,7919935.41,3270,73920
종암동 동덕여대 제2생활관 앞,4418,13211211.03,5255,113374
종암사거리 분수대,1319,15751038.0,5516,133036
종암초등학교 뒤(새울센스빌),4128,5426121.14,2517,50516
종합운동장역 4번출구,1205,15570738.11,4593,131589
주공14단지,1857,4142623.84,1970,32593
주공601동 상가 노원지하보도 앞,5311,11643967.0,5908,125947
주식회사 오뚜기 정문 앞,2323,7657072.01,2914,69243
주원 리젠트 앞,5067,11033666.88,5565,96473
주홍교 하부,2269,5970185.19,1964,47669
준빌딩 앞,4672,4604701.94,2020,40521
중계 롯데마트,4013,12414901.25,6919,123899
중계2차 한화꿈에그린 101동 인근,4005,11785211.68,5673,107855
중계3차청구아파트,2904,11954661.89,6150,108981
중계근린공원내,1650,11108565.9,4766,105699
중계동 노원구민체육센터 옆(중1-2),1620,11731183.63,5713,104312
중계동 성모빌딩 앞,4020,14825689.98,7565,132947
중계동 을지중학교,1659,9617621.24,5602,88805
중계동 하나프라자빌딩 앞(중1-1),1619,13034955.76,6342,120925
중계본동 입구,4021,3826496.17,1650,30781
중계역 2번출구,2921,13459602.4,8542,126809
중계역 3번출구,1669,12278035.93,6958,116692
중계역 6번출구,1668,14016431.89,7028,123596
중계종합사회복지관 교차로,1682,7719819.43,3809,73696
중계주공2단지 앞,5313,8403498.65,5157,81519
중계중학교,1667,15672122.55,8297,129878
중곡 성원아파트 앞,553,18589072.35,4823,136828
중곡SK아파트앞,3510,8051971.05,3720,67886
중곡역 1번출구,3502,13462565.75,4490,117165
중대후문 마을버스정류장,4173,9672376.08,2760,69944
중랑공영차고지 옆,1465,13840963.6,5247,93333
중랑교사거리,650,16131870.89,5533,124023
중랑구민회관,1463,6893039.71,2091,55238
중랑구청,1430,13823085.28,5933,118353
중랑구청 사거리,1431,13925444.22,6648,119036
중랑구청 중화동 별관 앞,1442,13212254.86,7198,121678
중랑데시앙플렉스 앞,4815,7944774.61,3061,54827
중랑물재생센터(서울새활용플라자),594,7305012.0,4459,65587
중랑세무서,1451,18139563.8,5750,135744
중랑역 1번 출구(중화문화복지센터),1473,10677690.85,5053,97889
중랑전화국 교차로,1446,13252427.73,7244,121023
중랑천 뚝방길 산책로 입구,3879,16806176.22,3319,112735
중랑캠핑숲,1453,2636762.29,1237,28331
중부경찰서앞 사거리,4784,6748494.27,3072,68736
중부경찰서앞사거리 건너편,4761,5577238.53,2674,58184
중부세무서 앞,6053,3411764.72,1463,35379
중앙고입구 삼거리,352,4070936.21,1971,35225
중앙근린공원,165,13545860.61,5943,112573
중앙농협(자양동),3536,11263676.71,5812,109021
중앙대학교 정문 1,2027,10838042.06,2656,73994
중앙대학교 중앙광장,2079,6027639.74,1404,38267
중앙동 동진빌딩,2119,10250086.18,4237,84236
중앙보훈병원역 1번출구,1064,5040585.31,2419,46295
중앙보훈병원역3번출구,1082,2568021.65,1082,23568
중앙유통단지 앞,2823,11915564.37,5984,91313
중앙유통단지 앞 B,3925,11506223.37,4862,86700
중앙일보,4772,1809802.69,964,18050
중앙하이츠 아파트 입구,1656,13745118.16,7064,133377
중화동 우리은행 앞,1470,12633558.05,6466,118362
중화빌딩 앞 (동부시장),1403,12926014.31,6031,109472
중화수경공원,4841,16542871.97,4618,127378
중화역 2번출구,1433,13539720.86,6903,133053
중화역 4번출구,1464,10801559.55,5767,105240
증권거래소후문교차로,270,9056807.33,3129,85483
증미역 2번출구,3769,12705343.91,4650,109065
증미역 3번출구뒤(등촌두산위브센티움오피스텔),1118,12491242.1,5179,114187
증산2교,131,17695981.96,4720,136741
증산3교 앞,178,15543511.31,5270,118359
증산교 앞,194,15410330.05,4321,117843
증산역 4번출구,915,12426897.959999999,4133,107806
진관고등학교앞,976,5674263.3,4040,58687
진관동 은빛초등학교,902,4296235.8,3545,43069
진미파라곤 앞,201,13656297.93,4320,126325
진주아파트상가 앞,223,11925305.28,6003,119096
참새공원(백곡경노당),1967,6837764.6,3254,54969
창1동주민센터,1725,8781096.04,4247,72627
창경궁 입구,337,8919791.72,5061,83676
창동 주공 4단지 입구 옆,1752,7635327.49,5046,76442
창동19단지아파트 관리사무소앞,1743,12026892.35,6476,110006
창동시장입구 사거리,1754,10680510.85,4448,90882
창동역 1번출구 건너편,1716,12652335.71,5225,110846
창동역 1번출구 앞,4065,13820438.47,5546,113786
창동역 2번출구,1721,11461818.34,6295,112237
창동주공17단지 상가앞,1738,14765746.7,6245,116095
창동주공19단지앞,4080,14489225.31,5656,114371
창동청소년수련관,1722,10087213.55,5115,92366
창동한신아파트 버스정류소,4054,10553885.38,3956,85230
창신3동주민센터,3417,10514009.32,6271,89273
창신두산아파트,3401,3054416.66,1319,27763
창신역 1번출구 앞,364,8393393.19,4093,62575
창신역2번 출구,3418,1986299.7,1177,16491
창원초등학교 교차로,1751,9539820.959999999,5075,83801
창포원 남쪽 입구,1750,19239609.99,3950,118241
천동초교 삼거리,1075,10736821.68,5777,100517
천동초교입구사거리 버스정류장(십자성마을 방면),1076,11415248.95,5918,109777
천왕역 1번 출입구 앞,1977,12450523.66,9025,90724
천왕역 3번 출구 뒤,3931,9401998.24,6860,81331
천왕역 4번출구 뒤,1953,10547663.02,7083,83060
천왕연지타운2단지 앞,1952,18588169.419999998,5432,136680
천왕이펜하우스 4단지 후문,1951,3276744.93,1999,26847
천왕이펜하우스3단지 앞,2818,3788042.6,2658,34586
천왕이펜하우스5단지 앞,2817,4068147.16,2187,32210
천왕지구삼거리 앞,1981,12134279.11,4853,83592
천왕차량사업소 입구,3906,13698841.13,3545,100596
천일초교 사거리,1060,9100102.2,4740,84986
천주교 대치 2동 교회 옆,2324,14580500.05,4720,123299
천지인 오피스텔 앞,4709,2312071.55,639,14977
천호시장 버스정류소 옆,4952,6838593.56,4384,69653
천호역 10번 출구 앞,1264,12913275.09,6275,116394
천호역4번출구(현대백화점),1009,10998814.0,4687,109767
천호역효성해링턴타워 앞,1012,7964703.9,3945,81612
천호초교 입구 사거리(일주빌딩),1061,9397025.02,5103,84213
철도교통관제센터 정문 앞,3934,6856829.78,4626,47807
청계2가 사거리 옆,329,11036454.45,4508,101822
청계3가 사거리,4707,10864594.43,4407,94686
청계8가 사거리 B,568,14834544.14,5708,125551
청계8가사거리 A,362,10592797.57,4307,98342
청계9가교차로 앞,4122,11256718.57,4092,93347
청계광장 옆,310,12801238.73,4876,112061
청계벽산아파트 앞,530,13302313.88,5187,109708
청계산 입구 삼거리,2257,3449682.73,871,25709
청계산입구역 1번출구,2202,13087209.05,7112,97567
청계산입구역 2번출구,2203,4399803.5,1755,33928
청계천 박물관 앞,518,14712367.59,4179,112104
청계천 생태교실 앞,583,15245640.58,2624,106250
청계천 영도교,431,13258949.09,5003,110781
청계한신휴플러스앞 삼거리,669,11915932.07,5840,100914
청구e편한세상아파트 113동 앞,6054,9004352.83,5263,91051
청구성심병원 앞,4671,8414916.88,3521,74933
청구아파트 앞,2821,15036741.37,6562,114734
청구역 2번출구 앞,374,10966336.89,4748,106030
청기와빌딩,4518,12443138.4,5732,102931
청년주택 독산동점,3986,6727213.88,4599,64724
청담공원앞 교차로,2405,13271325.88,4745,99933
청담나들목입구,2314,16437244.27,2497,108023
청담동 맥도날드 옆(위치),2310,9455507.85,2307,76405
청담백영빌딩 앞,4925,5915807.2700000005,1697,45578
청담사거리(신한오피스텔빌딩 앞),3629,6300013.06,1560,47359
청담역 11번 출구,3620,5147169.91,1645,39636
청담역 13번 출구 앞,2312,10337815.96,2974,78340
청담역 1번출구,4916,6525790.69,1486,43941
청담역 2번출구,2354,4015801.87,1046,29279
청담역(우리들병원 앞),2309,7772949.97,2575,62085
청량리 기업은행 앞,633,11904525.72,4238,107363
청량차도 육교 밑,667,10075957.38,4704,84292
청소년수련관 후문,4029,15446913.36,4982,121249
청소년수련관(수영장)앞,2351,6474278.69,2596,46354
청소년음악센터,4545,8548947.74,4301,70957
청솔우성아파트 앞,617,12327883.89,4877,107545
청암예술학교 앞,4031,16890237.63,8169,141379
청암자이아파트 앞,852,18083815.17,4461,131389
청와대앞길,451,2846168.56,1480,28727
청운초교 앞 삼거리,351,9018059.29,3922,80433
청파동삼거리 앞,4638,8404146.5,4271,75680
청파동입구 교차로,820,10232977.01,4538,94515
초롱타운 앞,2825,4923806.61,2191,41891
초원아파트 앞,248,13162888.83,3077,115863
총신대 앞(육교),2068,1468442.28,791,12959
충무로역 1번출구,390,9216953.37,3876,94948
충무로역 6번출구 앞,336,9971979.29,4542,102010
충북 미래관,293,9579095.89,3967,86459
충정2교,198,9490971.5,3592,74675
충정로역 1번 출구,4271,4128297.19,1819,33066
충정로역 2호선(엘리베이터 앞),4801,8262942.42,4304,68781
충정로역 3번 출구,3114,3939618.75,1852,32718
충정로역 7번출구 아래,180,10388936.16,3890,78108
커먼그라운드,3541,6297788.52,2633,59878
코레일유통본사,4552,8443458.86,5369,82597
코스트코 상봉점,1448,14035857.6,7071,131305
코오롱One&Only타워,1195,8012004.5200000005,5382,71918
코오롱디지털타워 3차앞,4353,10709529.46,4076,101017
코오롱아파트사거리,4233,11498383.89,4953,111786
코오롱테크노밸리,1850,3950249.7199999997,2060,35313
콤텍시스템 앞,285,9809939.94,4982,96047
크라운호텔앞 버스정류소,4615,14749104.06,3483,108865
크린랩 본사,2386,6490049.27,2301,62462
탄천1교 하부보도,4874,11018514.62,3393,85439
탑골공원 앞,328,9591710.39,4424,94793
탑성마을 버스정거장 옆,4314,528344.08,182,3123
탑성마을입구,2286,443802.24,215,2974
태릉선수촌 앞,5327,883730.62,260,6685
태릉입구역 3번출구,1606,12876214.88,5249,105493
태릉입구역 5번출구,1684,13099897.55,5226,118485
태릉입구역 8번출구,1643,17576838.26,5590,134840
태평양물산,1986,10477285.52,3568,92641
테라타워2,2615,10546905.78,5188,101866
테크노마트 앞,3904,13516280.47,5513,117720
퇴계로4가 교차로(중구청),4792,11281465.6,5737,117207
트레빌빌딩,1081,9244663.74,4599,91947
파르코 앞,1652,5834140.74,2496,50622
파스쿠찌 청담사거리점 앞,4929,7993367.32,1892,56576
파크타워 104동 앞,4609,5227569.37,2289,47741
파크팰리스,3405,9325638.56,5353,87163
페코텍글로벌허브빌딩 앞,4382,10718119.45,5412,96332
평생학습관 앞,916,11783557.09,5909,111343
평창동주민센터 앞,486,4100118.43,1231,29307
평화도봉공원 주변,4062,13472825.73,5191,110337
포레나 당산,5866,9025926.59,5236,97808
포레스 주상복합 빌딩,1028,8355832.0,5441,95200
포르투갈 대사관 앞,354,10237301.87,5330,92525
포스코사거리 서측(수협 삼성동 지점),2319,8663755.17,3008,80543
포스코사거리(기업은행),2348,12468633.32,3638,103623
포스코피앤에스타워 (역삼역 3번출구 부근),2410,9694283.79,3876,92527
폭포동입구 교차로,4667,4431568.92,2213,39411
푸르메병원,488,11910919.11,7539,109092
푸조비즈타워 앞,4383,7031212.33,3140,61477
풍납근린공원,5759,10548466.16,5383,95118
풍납동 아이파크 107동 앞,2656,12546152.7,5987,100542
풍납백제문화공원 옆 인근,5752,13047002.6,5981,117827
풍납사거리 성내유수지,5760,10322053.15,5019,104800
풍납사거리(강동),1088,10758313.28,5454,109759
풍납중학교 측면,2643,5539467.78,2358,46224
풍납토성 서성벽터A,2604,13014253.49,4998,117473
풍납토성 서성벽터B,1289,9392903.07,3510,81424
풍납현대아파트쉼터,1208,10856569.02,5461,114104
풍전아파트 건너편,4618,14133090.02,4159,105559
프라이어팰리스아파트,3658,11438056.23,4509,97092
프라자 아파트 앞,1027,10621274.06,5443,100662
프런트원(공덕역4번출구 앞),4202,9557095.6,3939,87879
필동 삼거리,4800,8854734.15,3915,84624
하계 어린이 공원,4008,13112592.540000001,5619,111207
하계2동 공항버스정류장 옆,1616,11379913.66,5527,99251
하계역 4번출구 앞,5323,8238628.42,4468,76975
하계역 6번출구,4036,10794490.98,6140,97874
하늘공원 입구,440,13941929.549999999,3069,112603
하늘숲초등학교 앞,2819,10394712.47,5669,78494
하늘채코오롱아파트 건너편,183,11446083.04,4841,107190
하늘채코오롱아파트 앞,4425,8754986.63,2912,72947
하얏트호텔 앞,865,1410291.24,444,10417
하우스디세종타워 앞,4388,9052232.96,3237,86168
하이투자증권 앞,5855,10586315.629999999,2911,93425
학동로 래미안 아파트 앞,2311,6112443.7,1921,52148
학동역,2385,8988655.77,3349,80840
학여울역 1번출구,4930,1552439.34,611,12637
학여울역 사거리,2321,8113466.07,3073,76521
학여울역 사거리(LG베스트샵 앞),2420,13065073.34,4858,110197
학여울역사거리(은마아파트),4919,4504663.23,1517,38642
한가람미술관 앞,2533,4649280.46,1468,35759
한가람아파트 앞,4643,10002077.89,2600,85014
한강 현대아파트 건너편,2061,1070518.06,369,9909
한강GS에클라트 건너편 교통섬,4603,12140832.1,4646,94925
한강공원 망원나들목,4217,8763284.15,1547,66662
한강대교 북단 교차로,829,16281494.98,4063,124583
한강아파트,2707,10704122.88,5331,90685
한강중학교 앞 버스정류장,4622,7044149.26,1923,54359
한강진역 2번 출구 앞,802,6723558.86,2900,56153
한강초교보도육교 앞,4629,14676847.09,4115,118899
한강트럼프월드3차 앞,4619,14624273.37,4129,113933
한국SGI 양천문화회관 앞,714,12304154.92,6449,101496
한국경제,6055,4060531.16,2104,39572
한국과학기술연구원 북문,1377,3367372.9,1321,31087
한국과학기술연구원 중문,1376,3298922.15,1678,26942
한국국방연구원 앞,4113,11947625.95,4573,99497
한국스포츠정책과학원 앞,5320,4142162.72,1078,28347
한국우편사업진흥원,2371,6311674.14,2395,54602
한국은행,467,6878968.25,2701,64295
한국전력 구로금천지사 앞,1831,7131350.49,3594,58519
한국전력공사(동대문 중랑지사),1454,9324575.32,5786,89424
한국종합기술사옥 앞,1023,12324705.16,5411,112324
한국지역난방공사강남지사,3602,5378955.04,2877,40638
한국체육대학교,5764,8117277.48,3757,75444
한남 유수지 복개주차장,809,16699123.6,2985,120608
"한남 준 J,FSS 앞",4612,2187101.05,634,17866
한남나들목 입구,837,16206430.52,2789,113896
한남나인원 105동 앞,4610,12116514.68,2388,89758
한남초교 앞 보도육교,803,3225945.57,691,21070
한내 행복발전소 옆,4027,14794658.59,5148,121115
한내근린공원 남측,1641,11704948.33,4137,97640
한내근린공원 북측,1640,18619446.45,4683,133444
한림대학교 강남성심병원 신관,4567,10111882.16,4826,86764
한림연예예술고등학교,4467,4754.8,3,86
한마을아파트 정문상가,1966,19006610.39,6871,141767
한사랑교회 앞,758,12376080.7,6571,106009
한성대7번출구 앞,1343,8564019.81,4979,75861
한성대입구역2번출구,1306,14274715.790000001,5993,119451
한성대입구역6번출구 뒤,1302,9618114.6,4997,78941
한성백제역 1번출구 뒤,4865,9426430.75,3742,88681
한성백제역 2번 출구,2621,11827366.05,4314,124495
한신16차아파트 119동 앞,2262,13157626.37,2530,100612
한신아파트 앞 육교 아래,1825,13344892.459999999,3440,99685
한신코아 앞,1826,7385464.8,2228,59166
한신휴아파트 앞,1912,11585959.92,5113,109440
